X,Y,F
-2.0,-2.0,0.999329299739067
-2.0,-1.9921722113502935,0.9993079744890372
-2.0,-1.984344422700587,0.9992859714341774
-2.0,-1.9765166340508806,0.999263269046684
-2.0,-1.9686888454011742,0.9992398451160183
-2.0,-1.9608610567514677,0.9992156767273186
-2.0,-1.9530332681017613,0.9991907402391353
-2.0,-1.9452054794520548,0.9991650112604666
-2.0,-1.9373776908023483,0.9991384646270717
-2.0,-1.9295499021526419,0.9991110743770423
-2.0,-1.9217221135029354,0.9990828137256068
-2.0,-1.913894324853229,0.9990536550391447
-2.0,-1.9060665362035225,0.9990235698083862
-2.0,-1.898238747553816,0.9989925286207733
-2.0,-1.8904109589041096,0.9989605011319534
-2.0,-1.8825831702544031,0.998927456036383
-2.0,-1.8747553816046967,0.9988933610370101
-2.0,-1.8669275929549902,0.9988581828140101
-2.0,-1.8590998043052838,0.9988218869925434
-2.0,-1.8512720156555773,0.9987844381095077
-2.0,-1.8434442270058709,0.9987457995792511
-2.0,-1.8356164383561644,0.9987059336582171
-2.0,-1.827788649706458,0.9986648014084866
-2.0,-1.8199608610567515,0.9986223626601842
-2.0,-1.812133072407045,0.9985785759727156
-2.0,-1.8043052837573386,0.998533398594797
-2.0,-1.796477495107632,0.9984867864232437
-2.0,-1.7886497064579256,0.9984386939604786
-2.0,-1.7808219178082192,0.99838907427072
-2.0,-1.7729941291585127,0.998337878934813
-2.0,-1.7651663405088063,0.9982850580036595
-2.0,-1.7573385518590998,0.9982305599502077
-2.0,-1.7495107632093934,0.9981743316199551
-2.0,-1.741682974559687,0.9981163181799221
-2.0,-1.7338551859099804,0.9980564630660514
-2.0,-1.726027397260274,0.9979947079289829
-2.0,-1.7181996086105675,0.9979309925781584
-2.0,-1.710371819960861,0.9978652549242063
-2.0,-1.7025440313111546,0.9977974309195533
-2.0,-1.6947162426614482,0.9977274544972131
-2.0,-1.6868884540117417,0.9976552575076962
-2.0,-1.6790606653620352,0.9975807696539868
-2.0,-1.6712328767123288,0.9975039184245289
-2.0,-1.6634050880626223,0.997424629024165
-2.0,-1.6555772994129159,0.9973428243029653
-2.0,-1.6477495107632094,0.9972584246828878
-2.0,-1.639921722113503,0.9971713480822058
-2.0,-1.6320939334637965,0.997081509837637
-2.0,-1.62426614481409,0.9969888226241106
-2.0,-1.6164383561643836,0.9968931963721015
-2.0,-1.6086105675146771,0.9967945381824632
-2.0,-1.6007827788649707,0.9966927522386897
-2.0,-1.5929549902152642,0.9965877397165293
-2.0,-1.5851272015655578,0.9964793986908795
-2.0,-1.5772994129158513,0.9963676240398844
-2.0,-1.5694716242661448,0.9962523073461552
-2.0,-1.5616438356164384,0.9961333367950355
-2.0,-1.553816046966732,0.9960105970698274
-2.0,-1.5459882583170255,0.9958839692438964
-2.0,-1.538160469667319,0.9957533306695663
-2.0,-1.5303326810176126,0.9956185548637188
-2.0,-1.522504892367906,0.9954795113900069
-2.0,-1.5146771037181996,0.9953360657375907
-2.0,-1.5068493150684932,0.9951880791963015
-2.0,-1.4990215264187867,0.9950354087281406
-2.0,-1.4911937377690803,0.9948779068350123
-2.0,-1.4833659491193738,0.9947154214225955
-2.0,-1.4755381604696673,0.9945477956602498
-2.0,-1.467710371819961,0.9943748678368549
-2.0,-1.4598825831702544,0.9941964712124782
-2.0,-1.452054794520548,0.9940124338657638
-2.0,-1.4442270058708415,0.9938225785369338
-2.0,-1.436399217221135,0.9936267224662944
-2.0,-1.4285714285714286,0.993424677228132
-2.0,-1.4207436399217221,0.9932162485598884
-2.0,-1.4129158512720157,0.9930012361864993
-2.0,-1.4050880626223092,0.9927794336397787
-2.0,-1.3972602739726028,0.9925506280727352
-2.0,-1.3894324853228963,0.9923146000686964
-2.0,-1.3816046966731899,0.9920711234451258
-2.0,-1.3737769080234834,0.9918199650520076
