X,Y,F
-2.0,-2.0,0.999329299739067
-2.0,-1.9843137254901961,0.9992858837853609
-2.0,-1.9686274509803923,0.9992396584869973
-2.0,-1.9529411764705882,0.9991904422007056
-2.0,-1.9372549019607843,0.99913804155783
-2.0,-1.9215686274509804,0.9990822507099866
-2.0,-1.9058823529411764,0.9990228505265321
-2.0,-1.8901960784313725,0.9989596077408118
-2.0,-1.8745098039215686,0.9988922740419678
-2.0,-1.8588235294117648,0.9988205851088967
-2.0,-1.843137254901961,0.9987442595827367
-2.0,-1.8274509803921568,0.9986629979740501
-2.0,-1.811764705882353,0.9985764815006344
-2.0,-1.796078431372549,0.9984843708516569
-2.0,-1.780392156862745,0.9983863048735506
-2.0,-1.7647058823529411,0.9982818991728452
-2.0,-1.7490196078431373,0.9981707446308218
-2.0,-1.7333333333333334,0.9980524058245887
-2.0,-1.7176470588235295,0.9979264193488627
-2.0,-1.7019607843137254,0.9977922920324198
-2.0,-1.6862745098039216,0.9976494990428354
-2.0,-1.6705882352941177,0.997497481872784
-2.0,-1.6549019607843136,0.9973356462007967
-2.0,-1.6392156862745098,0.9971633596189897
-2.0,-1.6235294117647059,0.9969799492198765
-2.0,-1.607843137254902,0.9967846990339653
-2.0,-1.5921568627450982,0.9965768473094074
-2.0,-1.576470588235294,0.9963555836245273
-2.0,-1.5607843137254902,0.9961200458236006
-2.0,-1.5450980392156863,0.9958693167657886
-2.0,-1.5294117647058822,0.9956024208766528
-2.0,-1.5137254901960784,0.9953183204911913
-2.0,-1.4980392156862745,0.9950159119768478
-2.0,-1.4823529411764707,0.9946940216244505
-2.0,-1.4666666666666668,0.994351401294543
-2.0,-1.4509803921568627,0.993986723806083
-2.0,-1.4352941176470588,0.993598578054005
-2.0,-1.419607843137255,0.9931854638416814
-2.0,-1.4039215686274509,0.9927457864138712
-2.0,-1.388235294117647,0.9922778506753405
-2.0,-1.3725490196078431,0.9917798550799597
-2.0,-1.3568627450980393,0.991249885174767
-2.0,-1.3411764705882354,0.9906859067832192
-2.0,-1.3254901960784313,0.9900857588116723
-2.0,-1.3098039215686275,0.9894471456630324
-2.0,-1.2941176470588236,0.988767629241539
-2.0,-1.2784313725490195,0.9880446205327822
-2.0,-1.2627450980392156,0.9872753707433524
-2.0,-1.2470588235294118,0.9864569619850009
-2.0,-1.231372549019608,0.9855862974888671
-2.0,-1.215686274509804,0.9846600913362599
-2.0,-1.2,0.9836748576936802
-2.0,-1.184313725490196,0.9826268995412959
-2.0,-1.1686274509803922,0.9815122968859689
-2.0,-1.1529411764705881,0.9803268944522404
-2.0,-1.1372549019607843,0.9790662888474561
-2.0,-1.1215686274509804,0.9777258152005253
-2.0,-1.1058823529411765,0.9763005332777257
-2.0,-1.0901960784313727,0.9747852130835523
-2.0,-1.0745098039215686,0.9731743199599606
-2.0,-1.0588235294117647,0.9714619992035464
-2.0,-1.0431372549019609,0.9696420602273327
-2.0,-1.0274509803921568,0.9677079603020051
-2.0,-1.011764705882353,0.9656527879207473
-2.0,-0.996078431372549,0.9634692458423916
-2.0,-0.9803921568627452,0.9611496338795397
-2.0,-0.9647058823529413,0.9586858315117301
-2.0,-0.9490196078431372,0.9560692804187619
-2.0,-0.9333333333333333,0.9532909670460458
-2.0,-0.9176470588235295,0.950341405332457
-2.0,-0.9019607843137254,0.9472106197517187
-2.0,-0.8862745098039215,0.9438881288409455
-2.0,-0.8705882352941177,0.9403629294147039
-2.0,-0.8549019607843138,0.9366234816898559
-2.0,-0.8392156862745099,0.9326576955755636
-2.0,-0.8235294117647058,0.9284529184141345
-2.0,-0.807843137254902,0.9239959244918114
-2.0,-0.7921568627450981,0.9192729066740236
-2.0,-0.776470588235294,0.9142694705568193
-2.0,-0.7607843137254902,0.9089706315648902
-2.0,-0.7450980392156863,0.9033608154663803
-2.0,-0.7294117647058824,0.8974238628150073
-2.0,-0.7137254901960786,0.8911430378702657
-2.0,-0.6980392156862745,0.8845010425857588
-2.0,-0.6823529411764706,0.8774800362930598
-2.0,-0.6666666666666667,0.870061661742672
-2.0,-0.6509803921568627,0.8622270781932576
-2.0,-0.6352941176470588,0.8539570022636711
-2.0,-0.6196078431372549,0.8452317572775792
-2.0,-0.603921568627451,0.836031331835486
-2.0,-0.5882352941176472,0.8263354483414422
-2.0,-0.5725490196078431,0.8161236421890846
