X_min,X_max,Y_min,Y_max,Depth
1.3125,1.375,1.4375,1.5,6
1.25,1.3125,1.4375,1.5,6
1.25,1.3125,1.375,1.4375,6
1.3125,1.375,1.375,1.4375,6
1.3125,1.375,1.3125,1.375,6
1.25,1.3125,1.3125,1.375,6
1.25,1.3125,1.25,1.3125,6
1.3125,1.375,1.25,1.3125,6
1.4375,1.5,1.3125,1.375,6
1.375,1.4375,1.3125,1.375,6
1.375,1.4375,1.25,1.3125,6
1.4375,1.5,1.25,1.3125,6
1.125,1.25,1.375,1.5,5
1.0,1.125,1.375,1.5,5
1.0,1.125,1.25,1.375,5
1.1875,1.25,1.3125,1.375,6
1.125,1.1875,1.3125,1.375,6
1.125,1.1875,1.25,1.3125,6
1.1875,1.25,1.25,1.3125,6
1.1875,1.25,1.1875,1.25,6
1.125,1.1875,1.1875,1.25,6
1.125,1.1875,1.125,1.1875,6
1.1875,1.25,1.125,1.1875,6
1.0625,1.125,1.1875,1.25,6
1.0,1.0625,1.1875,1.25,6
1.0,1.0625,1.125,1.1875,6
1.0625,1.125,1.125,1.1875,6
1.0625,1.125,1.0625,1.125,6
1.0,1.0625,1.0625,1.125,6
1.0,1.0625,1.0,1.0625,6
1.0625,1.125,1.0,1.0625,6
1.1875,1.25,1.0625,1.125,6
1.125,1.1875,1.0625,1.125,6
1.125,1.1875,1.0,1.0625,6
1.1875,1.25,1.0,1.0625,6
1.375,1.5,1.125,1.25,5
1.3125,1.375,1.1875,1.25,6
1.25,1.3125,1.1875,1.25,6
1.25,1.3125,1.125,1.1875,6
1.3125,1.375,1.125,1.1875,6
1.25,1.375,1.0,1.125,5
1.375,1.5,1.0,1.125,5
1.875,2.0,1.375,1.5,5
1.75,1.875,1.375,1.5,5
1.75,1.875,1.25,1.375,5
1.875,2.0,1.25,1.375,5
1.625,1.75,1.375,1.5,5
1.5625,1.625,1.4375,1.5,6
1.5,1.5625,1.4375,1.5,6
1.5,1.5625,1.375,1.4375,6
1.5625,1.625,1.375,1.4375,6
1.5,1.625,1.25,1.375,5
1.625,1.75,1.25,1.375,5
1.625,1.75,1.125,1.25,5
1.5,1.625,1.125,1.25,5
1.5,1.625,1.0,1.125,5
1.625,1.75,1.0,1.125,5
1.875,2.0,1.125,1.25,5
1.75,1.875,1.125,1.25,5
1.75,1.875,1.0,1.125,5
1.875,2.0,1.0,1.125,5
0.875,1.0,1.875,2.0,5
0.75,0.875,1.875,2.0,5
0.75,0.875,1.75,1.875,5
0.875,1.0,1.75,1.875,5
0.625,0.75,1.875,2.0,5
0.5,0.625,1.875,2.0,5
0.5,0.625,1.75,1.875,5
0.625,0.75,1.75,1.875,5
0.625,0.75,1.625,1.75,5
0.5,0.625,1.625,1.75,5
0.5,0.625,1.5,1.625,5
0.625,0.75,1.5,1.625,5
0.875,1.0,1.625,1.75,5
0.75,0.875,1.625,1.75,5
0.75,0.875,1.5,1.625,5
0.875,1.0,1.5,1.625,5
0.375,0.5,1.875,2.0,5
0.25,0.375,1.875,2.0,5
0.25,0.375,1.75,1.875,5
0.375,0.5,1.75,1.875,5
0.0,0.25,1.75,2.0,4
0.0,0.25,1.5,1.75,4
0.375,0.5,1.625,1.75,5
0.25,0.375,1.625,1.75,5
0.25,0.375,1.5,1.625,5
0.375,0.5,1.5,1.625,5
0.25,0.5,1.25,1.5,4
0.0,0.25,1.25,1.5,4
0.0,0.25,1.0,1.25,4
0.25,0.5,1.0,1.25,4
0.875,1.0,1.375,1.5,5
0.75,0.875,1.375,1.5,5
0.75,0.875,1.25,1.375,5
0.875,1.0,1.25,1.375,5
0.625,0.75,1.375,1.5,5
0.5,0.625,1.375,1.5,5
0.5,0.625,1.25,1.375,5
0.625,0.75,1.25,1.375,5
0.5,0.75,1.0,1.25,4
0.875,1.0,1.125,1.25,5
0.75,0.875,1.125,1.25,5
0.75,0.875,1.0,1.125,5
0.9375,1.0,1.0625,1.125,6
0.875,0.9375,1.0625,1.125,6
0.875,0.9375,1.0,1.0625,6
0.9375,1.0,1.0,1.0625,6
0.9375,1.0,0.9375,1.0,6
0.875,0.9375,0.9375,1.0,6
0.875,0.9375,0.875,0.9375,6
0.9375,1.0,0.875,0.9375,6
0.8125,0.875,0.9375,1.0,6
0.75,0.8125,0.9375,1.0,6
0.75,0.8125,0.875,0.9375,6
0.8125,0.875,0.875,0.9375,6
0.8125,0.875,0.8125,0.875,6
0.75,0.8125,0.8125,0.875,6
0.75,0.8125,0.75,0.8125,6
0.8125,0.875,0.75,0.8125,6
0.9375,1.0,0.8125,0.875,6
0.875,0.9375,0.8125,0.875,6
0.875,0.9375,0.75,0.8125,6
0.9375,1.0,0.75,0.8125,6
0.625,0.75,0.875,1.0,5
0.5,0.625,0.875,1.0,5
0.5,0.625,0.75,0.875,5
0.6875,0.75,0.8125,0.875,6
0.625,0.6875,0.8125,0.875,6
0.625,0.6875,0.75,0.8125,6
0.6875,0.75,0.75,0.8125,6
0.6875,0.75,0.6875,0.75,6
0.625,0.6875,0.6875,0.75,6
0.625,0.6875,0.625,0.6875,6
0.6875,0.75,0.625,0.6875,6
0.5625,0.625,0.6875,0.75,6
0.5,0.5625,0.6875,0.75,6
0.5,0.5625,0.625,0.6875,6
0.5625,0.625,0.625,0.6875,6
0.5625,0.625,0.5625,0.625,6
0.5,0.5625,0.5625,0.625,6
0.5,0.5625,0.5,0.5625,6
0.5625,0.625,0.5,0.5625,6
0.6875,0.75,0.5625,0.625,6
0.625,0.6875,0.5625,0.625,6
0.625,0.6875,0.5,0.5625,6
0.6875,0.75,0.5,0.5625,6
0.875,1.0,0.625,0.75,5
0.8125,0.875,0.6875,0.75,6
0.75,0.8125,0.6875,0.75,6
0.75,0.8125,0.625,0.6875,6
0.8125,0.875,0.625,0.6875,6
0.75,0.875,0.5,0.625,5
0.875,1.0,0.5,0.625,5
0.25,0.5,0.75,1.0,4
0.0,0.25,0.75,1.0,4
0.0,0.25,0.5,0.75,4
0.375,0.5,0.625,0.75,5
0.25,0.375,0.625,0.75,5
0.25,0.375,0.5,0.625,5
0.4375,0.5,0.5625,0.625,6
0.375,0.4375,0.5625,0.625,6
0.375,0.4375,0.5,0.5625,6
0.4375,0.5,0.5,0.5625,6
0.4375,0.5,0.4375,0.5,6
0.375,0.4375,0.4375,0.5,6
0.375,0.4375,0.375,0.4375,6
0.4375,0.5,0.375,0.4375,6
0.3125,0.375,0.4375,0.5,6
0.25,0.3125,0.4375,0.5,6
0.25,0.3125,0.375,0.4375,6
0.3125,0.375,0.375,0.4375,6
0.3125,0.375,0.3125,0.375,6
0.25,0.3125,0.3125,0.375,6
0.25,0.3125,0.25,0.3125,6
0.3125,0.375,0.25,0.3125,6
0.4375,0.5,0.3125,0.375,6
0.375,0.4375,0.3125,0.375,6
0.375,0.4375,0.25,0.3125,6
0.4375,0.5,0.25,0.3125,6
0.125,0.25,0.375,0.5,5
0.0,0.125,0.375,0.5,5
0.0,0.125,0.25,0.375,5
0.1875,0.25,0.3125,0.375,6
0.125,0.1875,0.3125,0.375,6
0.125,0.1875,0.25,0.3125,6
0.1875,0.25,0.25,0.3125,6
0.1875,0.25,0.1875,0.25,6
0.125,0.1875,0.1875,0.25,6
0.125,0.1875,0.125,0.1875,6
0.1875,0.25,0.125,0.1875,6
0.0625,0.125,0.1875,0.25,6
0.0,0.0625,0.1875,0.25,6
0.0,0.0625,0.125,0.1875,6
0.0625,0.125,0.125,0.1875,6
0.0625,0.125,0.0625,0.125,6
0.0,0.0625,0.0625,0.125,6
0.0,0.0625,0.0,0.0625,6
0.0625,0.125,0.0,0.0625,6
0.1875,0.25,0.0625,0.125,6
0.125,0.1875,0.0625,0.125,6
0.125,0.1875,0.0,0.0625,6
0.1875,0.25,0.0,0.0625,6
0.375,0.5,0.125,0.25,5
0.3125,0.375,0.1875,0.25,6
0.25,0.3125,0.1875,0.25,6
0.25,0.3125,0.125,0.1875,6
0.3125,0.375,0.125,0.1875,6
0.25,0.375,0.0,0.125,5
0.375,0.5,0.0,0.125,5
0.75,1.0,0.25,0.5,4
0.625,0.75,0.375,0.5,5
0.5625,0.625,0.4375,0.5,6
0.5,0.5625,0.4375,0.5,6
0.5,0.5625,0.375,0.4375,6
0.5625,0.625,0.375,0.4375,6
0.5,0.625,0.25,0.375,5
0.625,0.75,0.25,0.375,5
0.5,0.75,0.0,0.25,4
0.75,1.0,0.0,0.25,4
1.875,2.0,0.875,1.0,5
1.75,1.875,0.875,1.0,5
1.75,1.875,0.75,0.875,5
1.875,2.0,0.75,0.875,5
1.625,1.75,0.875,1.0,5
1.5,1.625,0.875,1.0,5
1.5,1.625,0.75,0.875,5
1.625,1.75,0.75,0.875,5
1.625,1.75,0.625,0.75,5
1.5,1.625,0.625,0.75,5
1.5,1.625,0.5,0.625,5
1.625,1.75,0.5,0.625,5
1.875,2.0,0.625,0.75,5
1.75,1.875,0.625,0.75,5
1.75,1.875,0.5,0.625,5
1.875,2.0,0.5,0.625,5
1.375,1.5,0.875,1.0,5
1.25,1.375,0.875,1.0,5
1.25,1.375,0.75,0.875,5
1.375,1.5,0.75,0.875,5
1.125,1.25,0.875,1.0,5
1.0625,1.125,0.9375,1.0,6
1.0,1.0625,0.9375,1.0,6
1.0,1.0625,0.875,0.9375,6
1.0625,1.125,0.875,0.9375,6
1.0,1.125,0.75,0.875,5
1.125,1.25,0.75,0.875,5
1.0,1.25,0.5,0.75,4
1.375,1.5,0.625,0.75,5
1.25,1.375,0.625,0.75,5
1.25,1.375,0.5,0.625,5
1.375,1.5,0.5,0.625,5
1.25,1.5,0.25,0.5,4
1.0,1.25,0.25,0.5,4
1.0,1.25,0.0,0.25,4
1.25,1.5,0.0,0.25,4
1.875,2.0,0.375,0.5,5
1.75,1.875,0.375,0.5,5
1.75,1.875,0.25,0.375,5
1.875,2.0,0.25,0.375,5
1.625,1.75,0.375,0.5,5
1.5,1.625,0.375,0.5,5
1.5,1.625,0.25,0.375,5
1.625,1.75,0.25,0.375,5
1.5,1.75,0.0,0.25,4
1.75,2.0,0.0,0.25,4
-0.25,0.0,1.75,2.0,4
-0.375,-0.25,1.875,2.0,5
-0.5,-0.375,1.875,2.0,5
-0.5,-0.375,1.75,1.875,5
-0.375,-0.25,1.75,1.875,5
-0.375,-0.25,1.625,1.75,5
-0.5,-0.375,1.625,1.75,5
-0.5,-0.375,1.5,1.625,5
-0.375,-0.25,1.5,1.625,5
-0.25,0.0,1.5,1.75,4
-0.625,-0.5,1.875,2.0,5
-0.75,-0.625,1.875,2.0,5
-0.75,-0.625,1.75,1.875,5
-0.625,-0.5,1.75,1.875,5
-0.875,-0.75,1.875,2.0,5
-1.0,-0.875,1.875,2.0,5
-1.0,-0.875,1.75,1.875,5
-0.875,-0.75,1.75,1.875,5
-0.875,-0.75,1.625,1.75,5
-1.0,-0.875,1.625,1.75,5
-1.0,-0.875,1.5,1.625,5
-0.875,-0.75,1.5,1.625,5
-0.625,-0.5,1.625,1.75,5
-0.75,-0.625,1.625,1.75,5
-0.75,-0.625,1.5,1.625,5
-0.625,-0.5,1.5,1.625,5
-0.625,-0.5,1.375,1.5,5
-0.75,-0.625,1.375,1.5,5
-0.75,-0.625,1.25,1.375,5
-0.625,-0.5,1.25,1.375,5
-0.875,-0.75,1.375,1.5,5
-1.0,-0.875,1.375,1.5,5
-1.0,-0.875,1.25,1.375,5
-0.875,-0.75,1.25,1.375,5
-0.875,-0.75,1.125,1.25,5
-1.0,-0.875,1.125,1.25,5
-1.0,-0.875,1.0,1.125,5
-0.875,-0.75,1.0,1.125,5
-0.75,-0.5,1.0,1.25,4
-0.25,0.0,1.25,1.5,4
-0.5,-0.25,1.25,1.5,4
-0.5,-0.25,1.0,1.25,4
-0.25,0.0,1.0,1.25,4
-1.125,-1.0,1.875,2.0,5
-1.25,-1.125,1.875,2.0,5
-1.25,-1.125,1.75,1.875,5
-1.125,-1.0,1.75,1.875,5
-1.375,-1.25,1.875,2.0,5
-1.5,-1.375,1.875,2.0,5
-1.5,-1.375,1.75,1.875,5
-1.375,-1.25,1.75,1.875,5
-1.375,-1.25,1.625,1.75,5
-1.5,-1.375,1.625,1.75,5
-1.5,-1.375,1.5,1.625,5
-1.375,-1.25,1.5,1.625,5
-1.125,-1.0,1.625,1.75,5
-1.25,-1.125,1.625,1.75,5
-1.25,-1.125,1.5,1.625,5
-1.125,-1.0,1.5,1.625,5
-1.75,-1.5,1.75,2.0,4
-1.875,-1.75,1.875,2.0,5
-2.0,-1.875,1.875,2.0,5
-2.0,-1.875,1.75,1.875,5
-1.875,-1.75,1.75,1.875,5
-2.0,-1.75,1.5,1.75,4
-1.625,-1.5,1.625,1.75,5
-1.75,-1.625,1.625,1.75,5
-1.75,-1.625,1.5,1.625,5
-1.625,-1.5,1.5,1.625,5
-1.625,-1.5,1.375,1.5,5
-1.75,-1.625,1.375,1.5,5
-1.75,-1.625,1.25,1.375,5
-1.625,-1.5,1.25,1.375,5
-1.875,-1.75,1.375,1.5,5
-2.0,-1.875,1.375,1.5,5
-2.0,-1.875,1.25,1.375,5
-1.875,-1.75,1.25,1.375,5
-1.875,-1.75,1.125,1.25,5
-2.0,-1.875,1.125,1.25,5
-2.0,-1.875,1.0,1.125,5
-1.875,-1.75,1.0,1.125,5
-1.625,-1.5,1.125,1.25,5
-1.75,-1.625,1.125,1.25,5
-1.75,-1.625,1.0,1.125,5
-1.625,-1.5,1.0,1.125,5
-1.125,-1.0,1.375,1.5,5
-1.25,-1.125,1.375,1.5,5
-1.25,-1.125,1.25,1.375,5
-1.125,-1.0,1.25,1.375,5
-1.375,-1.25,1.375,1.5,5
-1.5,-1.375,1.375,1.5,5
-1.5,-1.375,1.25,1.375,5
-1.375,-1.25,1.25,1.375,5
-1.375,-1.25,1.125,1.25,5
-1.5,-1.375,1.125,1.25,5
-1.5,-1.375,1.0,1.125,5
-1.375,-1.25,1.0,1.125,5
-1.125,-1.0,1.125,1.25,5
-1.25,-1.125,1.125,1.25,5
-1.25,-1.125,1.0,1.125,5
-1.125,-1.0,1.0,1.125,5
-1.125,-1.0,0.875,1.0,5
-1.25,-1.125,0.875,1.0,5
-1.25,-1.125,0.75,0.875,5
-1.125,-1.0,0.75,0.875,5
-1.375,-1.25,0.875,1.0,5
-1.5,-1.375,0.875,1.0,5
-1.5,-1.375,0.75,0.875,5
-1.375,-1.25,0.75,0.875,5
-1.375,-1.25,0.625,0.75,5
-1.5,-1.375,0.625,0.75,5
-1.5,-1.375,0.5,0.625,5
-1.375,-1.25,0.5,0.625,5
-1.25,-1.0,0.5,0.75,4
-1.625,-1.5,0.875,1.0,5
-1.75,-1.625,0.875,1.0,5
-1.75,-1.625,0.75,0.875,5
-1.625,-1.5,0.75,0.875,5
-1.875,-1.75,0.875,1.0,5
-2.0,-1.875,0.875,1.0,5
-2.0,-1.875,0.75,0.875,5
-1.875,-1.75,0.75,0.875,5
-1.875,-1.75,0.625,0.75,5
-2.0,-1.875,0.625,0.75,5
-2.0,-1.875,0.5,0.625,5
-1.875,-1.75,0.5,0.625,5
-1.625,-1.5,0.625,0.75,5
-1.75,-1.625,0.625,0.75,5
-1.75,-1.625,0.5,0.625,5
-1.625,-1.5,0.5,0.625,5
-1.625,-1.5,0.375,0.5,5
-1.75,-1.625,0.375,0.5,5
-1.75,-1.625,0.25,0.375,5
-1.625,-1.5,0.25,0.375,5
-1.875,-1.75,0.375,0.5,5
-2.0,-1.875,0.375,0.5,5
-2.0,-1.875,0.25,0.375,5
-1.875,-1.75,0.25,0.375,5
-2.0,-1.75,0.0,0.25,4
-1.75,-1.5,0.0,0.25,4
-1.25,-1.0,0.25,0.5,4
-1.5,-1.25,0.25,0.5,4
-1.5,-1.25,0.0,0.25,4
-1.25,-1.0,0.0,0.25,4
-0.5,0.0,0.5,1.0,3
-0.75,-0.5,0.75,1.0,4
-1.0,-0.75,0.75,1.0,4
-1.0,-0.75,0.5,0.75,4
-0.75,-0.5,0.5,0.75,4
-1.0,-0.5,0.0,0.5,3
-0.25,0.0,0.25,0.5,4
-0.5,-0.25,0.25,0.5,4
-0.5,-0.25,0.0,0.25,4
-0.125,0.0,0.125,0.25,5
-0.25,-0.125,0.125,0.25,5
-0.25,-0.125,0.0,0.125,5
-0.0625,0.0,0.0625,0.125,6
-0.125,-0.0625,0.0625,0.125,6
-0.125,-0.0625,0.0,0.0625,6
-0.0625,0.0,0.0,0.0625,6
-0.0625,0.0,-0.0625,0.0,6
-0.125,-0.0625,-0.0625,0.0,6
-0.125,-0.0625,-0.125,-0.0625,6
-0.0625,0.0,-0.125,-0.0625,6
-0.1875,-0.125,-0.0625,0.0,6
-0.25,-0.1875,-0.0625,0.0,6
-0.25,-0.1875,-0.125,-0.0625,6
-0.1875,-0.125,-0.125,-0.0625,6
-0.1875,-0.125,-0.1875,-0.125,6
-0.25,-0.1875,-0.1875,-0.125,6
-0.25,-0.1875,-0.25,-0.1875,6
-0.1875,-0.125,-0.25,-0.1875,6
-0.0625,0.0,-0.1875,-0.125,6
-0.125,-0.0625,-0.1875,-0.125,6
-0.125,-0.0625,-0.25,-0.1875,6
-0.0625,0.0,-0.25,-0.1875,6
-0.375,-0.25,-0.125,0.0,5
-0.5,-0.375,-0.125,0.0,5
-0.5,-0.375,-0.25,-0.125,5
-0.3125,-0.25,-0.1875,-0.125,6
-0.375,-0.3125,-0.1875,-0.125,6
-0.375,-0.3125,-0.25,-0.1875,6
-0.3125,-0.25,-0.25,-0.1875,6
-0.3125,-0.25,-0.3125,-0.25,6
-0.375,-0.3125,-0.3125,-0.25,6
-0.375,-0.3125,-0.375,-0.3125,6
-0.3125,-0.25,-0.375,-0.3125,6
-0.4375,-0.375,-0.3125,-0.25,6
-0.5,-0.4375,-0.3125,-0.25,6
-0.5,-0.4375,-0.375,-0.3125,6
-0.4375,-0.375,-0.375,-0.3125,6
-0.4375,-0.375,-0.4375,-0.375,6
-0.5,-0.4375,-0.4375,-0.375,6
-0.5,-0.4375,-0.5,-0.4375,6
-0.4375,-0.375,-0.5,-0.4375,6
-0.3125,-0.25,-0.4375,-0.375,6
-0.375,-0.3125,-0.4375,-0.375,6
-0.375,-0.3125,-0.5,-0.4375,6
-0.3125,-0.25,-0.5,-0.4375,6
-0.125,0.0,-0.375,-0.25,5
-0.1875,-0.125,-0.3125,-0.25,6
-0.25,-0.1875,-0.3125,-0.25,6
-0.25,-0.1875,-0.375,-0.3125,6
-0.1875,-0.125,-0.375,-0.3125,6
-0.25,-0.125,-0.5,-0.375,5
-0.125,0.0,-0.5,-0.375,5
-0.75,-0.5,-0.25,0.0,4
-1.0,-0.75,-0.25,0.0,4
-1.0,-0.75,-0.5,-0.25,4
-0.625,-0.5,-0.375,-0.25,5
-0.75,-0.625,-0.375,-0.25,5
-0.75,-0.625,-0.5,-0.375,5
-0.5625,-0.5,-0.4375,-0.375,6
-0.625,-0.5625,-0.4375,-0.375,6
-0.625,-0.5625,-0.5,-0.4375,6
-0.5625,-0.5,-0.5,-0.4375,6
-0.5625,-0.5,-0.5625,-0.5,6
-0.625,-0.5625,-0.5625,-0.5,6
-0.625,-0.5625,-0.625,-0.5625,6
-0.5625,-0.5,-0.625,-0.5625,6
-0.6875,-0.625,-0.5625,-0.5,6
-0.75,-0.6875,-0.5625,-0.5,6
-0.75,-0.6875,-0.625,-0.5625,6
-0.6875,-0.625,-0.625,-0.5625,6
-0.6875,-0.625,-0.6875,-0.625,6
-0.75,-0.6875,-0.6875,-0.625,6
-0.75,-0.6875,-0.75,-0.6875,6
-0.6875,-0.625,-0.75,-0.6875,6
-0.5625,-0.5,-0.6875,-0.625,6
-0.625,-0.5625,-0.6875,-0.625,6
-0.625,-0.5625,-0.75,-0.6875,6
-0.5625,-0.5,-0.75,-0.6875,6
-0.875,-0.75,-0.625,-0.5,5
-1.0,-0.875,-0.625,-0.5,5
-1.0,-0.875,-0.75,-0.625,5
-0.8125,-0.75,-0.6875,-0.625,6
-0.875,-0.8125,-0.6875,-0.625,6
-0.875,-0.8125,-0.75,-0.6875,6
-0.8125,-0.75,-0.75,-0.6875,6
-0.8125,-0.75,-0.8125,-0.75,6
-0.875,-0.8125,-0.8125,-0.75,6
-0.875,-0.8125,-0.875,-0.8125,6
-0.8125,-0.75,-0.875,-0.8125,6
-0.9375,-0.875,-0.8125,-0.75,6
-1.0,-0.9375,-0.8125,-0.75,6
-1.0,-0.9375,-0.875,-0.8125,6
-0.9375,-0.875,-0.875,-0.8125,6
-0.9375,-0.875,-0.9375,-0.875,6
-1.0,-0.9375,-0.9375,-0.875,6
-1.0,-0.9375,-1.0,-0.9375,6
-0.9375,-0.875,-1.0,-0.9375,6
-0.8125,-0.75,-0.9375,-0.875,6
-0.875,-0.8125,-0.9375,-0.875,6
-0.875,-0.8125,-1.0,-0.9375,6
-0.8125,-0.75,-1.0,-0.9375,6
-0.625,-0.5,-0.875,-0.75,5
-0.6875,-0.625,-0.8125,-0.75,6
-0.75,-0.6875,-0.8125,-0.75,6
-0.75,-0.6875,-0.875,-0.8125,6
-0.6875,-0.625,-0.875,-0.8125,6
-0.75,-0.625,-1.0,-0.875,5
-0.625,-0.5,-1.0,-0.875,5
-0.25,0.0,-0.75,-0.5,4
-0.375,-0.25,-0.625,-0.5,5
-0.4375,-0.375,-0.5625,-0.5,6
-0.5,-0.4375,-0.5625,-0.5,6
-0.5,-0.4375,-0.625,-0.5625,6
-0.4375,-0.375,-0.625,-0.5625,6
-0.5,-0.375,-0.75,-0.625,5
-0.375,-0.25,-0.75,-0.625,5
-0.5,-0.25,-1.0,-0.75,4
-0.25,0.0,-1.0,-0.75,4
-1.25,-1.0,-0.25,0.0,4
-1.5,-1.25,-0.25,0.0,4
-1.5,-1.25,-0.5,-0.25,4
-1.25,-1.0,-0.5,-0.25,4
-1.75,-1.5,-0.25,0.0,4
-2.0,-1.75,-0.25,0.0,4
-1.875,-1.75,-0.375,-0.25,5
-2.0,-1.875,-0.375,-0.25,5
-2.0,-1.875,-0.5,-0.375,5
-1.875,-1.75,-0.5,-0.375,5
-1.625,-1.5,-0.375,-0.25,5
-1.75,-1.625,-0.375,-0.25,5
-1.75,-1.625,-0.5,-0.375,5
-1.625,-1.5,-0.5,-0.375,5
-1.625,-1.5,-0.625,-0.5,5
-1.75,-1.625,-0.625,-0.5,5
-1.75,-1.625,-0.75,-0.625,5
-1.625,-1.5,-0.75,-0.625,5
-1.875,-1.75,-0.625,-0.5,5
-2.0,-1.875,-0.625,-0.5,5
-2.0,-1.875,-0.75,-0.625,5
-1.875,-1.75,-0.75,-0.625,5
-1.875,-1.75,-0.875,-0.75,5
-2.0,-1.875,-0.875,-0.75,5
-2.0,-1.875,-1.0,-0.875,5
-1.875,-1.75,-1.0,-0.875,5
-1.625,-1.5,-0.875,-0.75,5
-1.75,-1.625,-0.875,-0.75,5
-1.75,-1.625,-1.0,-0.875,5
-1.625,-1.5,-1.0,-0.875,5
-1.25,-1.0,-0.75,-0.5,4
-1.375,-1.25,-0.625,-0.5,5
-1.5,-1.375,-0.625,-0.5,5
-1.5,-1.375,-0.75,-0.625,5
-1.375,-1.25,-0.75,-0.625,5
-1.375,-1.25,-0.875,-0.75,5
-1.5,-1.375,-0.875,-0.75,5
-1.5,-1.375,-1.0,-0.875,5
-1.375,-1.25,-1.0,-0.875,5
-1.125,-1.0,-0.875,-0.75,5
-1.25,-1.125,-0.875,-0.75,5
-1.25,-1.125,-1.0,-0.875,5
-1.0625,-1.0,-0.9375,-0.875,6
-1.125,-1.0625,-0.9375,-0.875,6
-1.125,-1.0625,-1.0,-0.9375,6
-1.0625,-1.0,-1.0,-0.9375,6
-1.0625,-1.0,-1.0625,-1.0,6
-1.125,-1.0625,-1.0625,-1.0,6
-1.125,-1.0625,-1.125,-1.0625,6
-1.0625,-1.0,-1.125,-1.0625,6
-1.1875,-1.125,-1.0625,-1.0,6
-1.25,-1.1875,-1.0625,-1.0,6
-1.25,-1.1875,-1.125,-1.0625,6
-1.1875,-1.125,-1.125,-1.0625,6
-1.1875,-1.125,-1.1875,-1.125,6
-1.25,-1.1875,-1.1875,-1.125,6
-1.25,-1.1875,-1.25,-1.1875,6
-1.1875,-1.125,-1.25,-1.1875,6
-1.0625,-1.0,-1.1875,-1.125,6
-1.125,-1.0625,-1.1875,-1.125,6
-1.125,-1.0625,-1.25,-1.1875,6
-1.0625,-1.0,-1.25,-1.1875,6
-1.375,-1.25,-1.125,-1.0,5
-1.5,-1.375,-1.125,-1.0,5
-1.5,-1.375,-1.25,-1.125,5
-1.3125,-1.25,-1.1875,-1.125,6
-1.375,-1.3125,-1.1875,-1.125,6
-1.375,-1.3125,-1.25,-1.1875,6
-1.3125,-1.25,-1.25,-1.1875,6
-1.3125,-1.25,-1.3125,-1.25,6
-1.375,-1.3125,-1.3125,-1.25,6
-1.375,-1.3125,-1.375,-1.3125,6
-1.3125,-1.25,-1.375,-1.3125,6
-1.4375,-1.375,-1.3125,-1.25,6
-1.5,-1.4375,-1.3125,-1.25,6
-1.5,-1.4375,-1.375,-1.3125,6
