X_min,X_max,Y_min,Y_max,Depth
1.78125,1.796875,1.78125,1.796875,8
1.796875,1.8125,1.78125,1.796875,8
1.765625,1.78125,1.796875,1.8125,8
1.75,1.765625,1.796875,1.8125,8
1.75,1.765625,1.78125,1.796875,8
1.765625,1.78125,1.78125,1.796875,8
1.765625,1.78125,1.765625,1.78125,8
1.7578125,1.765625,1.7734375,1.78125,9
1.75,1.7578125,1.7734375,1.78125,9
1.75,1.7578125,1.765625,1.7734375,9
1.7578125,1.765625,1.765625,1.7734375,9
1.75,1.765625,1.75,1.765625,8
1.7734375,1.78125,1.7578125,1.765625,9
1.765625,1.7734375,1.7578125,1.765625,9
1.765625,1.7734375,1.75,1.7578125,9
1.7734375,1.78125,1.75,1.7578125,9
1.796875,1.8125,1.765625,1.78125,8
1.78125,1.796875,1.765625,1.78125,8
1.78125,1.796875,1.75,1.765625,8
1.796875,1.8125,1.75,1.765625,8
1.859375,1.875,1.796875,1.8125,8
1.84375,1.859375,1.796875,1.8125,8
1.84375,1.859375,1.78125,1.796875,8
1.859375,1.875,1.78125,1.796875,8
1.828125,1.84375,1.796875,1.8125,8
1.8125,1.828125,1.796875,1.8125,8
1.8125,1.828125,1.78125,1.796875,8
1.828125,1.84375,1.78125,1.796875,8
1.828125,1.84375,1.765625,1.78125,8
1.8125,1.828125,1.765625,1.78125,8
1.8125,1.828125,1.75,1.765625,8
1.828125,1.84375,1.75,1.765625,8
1.84375,1.875,1.75,1.78125,7
1.9375,2.0,1.8125,1.875,6
1.921875,1.9375,1.859375,1.875,8
1.90625,1.921875,1.859375,1.875,8
1.90625,1.921875,1.84375,1.859375,8
1.921875,1.9375,1.84375,1.859375,8
1.890625,1.90625,1.859375,1.875,8
1.875,1.890625,1.859375,1.875,8
1.875,1.890625,1.84375,1.859375,8
1.890625,1.90625,1.84375,1.859375,8
1.890625,1.90625,1.828125,1.84375,8
1.875,1.890625,1.828125,1.84375,8
1.875,1.890625,1.8125,1.828125,8
1.890625,1.90625,1.8125,1.828125,8
1.90625,1.9375,1.8125,1.84375,7
1.875,1.9375,1.75,1.8125,6
1.9375,2.0,1.75,1.8125,6
1.625,1.75,1.875,2.0,5
1.5,1.625,1.875,2.0,5
1.5,1.625,1.75,1.875,5
1.6875,1.75,1.8125,1.875,6
1.625,1.6875,1.8125,1.875,6
1.625,1.6875,1.75,1.8125,6
1.734375,1.75,1.796875,1.8125,8
1.71875,1.734375,1.796875,1.8125,8
1.71875,1.734375,1.78125,1.796875,8
1.734375,1.75,1.78125,1.796875,8
1.6875,1.71875,1.78125,1.8125,7
1.703125,1.71875,1.765625,1.78125,8
1.6875,1.703125,1.765625,1.78125,8
1.6875,1.703125,1.75,1.765625,8
1.703125,1.71875,1.75,1.765625,8
1.734375,1.75,1.765625,1.78125,8
1.71875,1.734375,1.765625,1.78125,8
1.71875,1.734375,1.75,1.765625,8
1.7421875,1.75,1.7578125,1.765625,9
1.734375,1.7421875,1.7578125,1.765625,9
1.734375,1.7421875,1.75,1.7578125,9
1.7421875,1.75,1.75,1.7578125,9
1.734375,1.75,1.734375,1.75,8
1.7265625,1.734375,1.7421875,1.75,9
1.71875,1.7265625,1.7421875,1.75,9
1.71875,1.7265625,1.734375,1.7421875,9
1.7265625,1.734375,1.734375,1.7421875,9
1.71875,1.734375,1.71875,1.734375,8
1.7421875,1.75,1.7265625,1.734375,9
1.734375,1.7421875,1.7265625,1.734375,9
1.734375,1.7421875,1.71875,1.7265625,9
1.7421875,1.75,1.71875,1.7265625,9
1.703125,1.71875,1.734375,1.75,8
1.6875,1.703125,1.734375,1.75,8
1.6875,1.703125,1.71875,1.734375,8
1.7109375,1.71875,1.7265625,1.734375,9
1.703125,1.7109375,1.7265625,1.734375,9
1.703125,1.7109375,1.71875,1.7265625,9
1.7109375,1.71875,1.71875,1.7265625,9
1.703125,1.71875,1.703125,1.71875,8
1.6953125,1.703125,1.7109375,1.71875,9
1.6875,1.6953125,1.7109375,1.71875,9
1.6875,1.6953125,1.703125,1.7109375,9
1.6953125,1.703125,1.703125,1.7109375,9
1.6875,1.703125,1.6875,1.703125,8
1.7109375,1.71875,1.6953125,1.703125,9
1.703125,1.7109375,1.6953125,1.703125,9
1.703125,1.7109375,1.6875,1.6953125,9
1.7109375,1.71875,1.6875,1.6953125,9
1.734375,1.75,1.703125,1.71875,8
1.7265625,1.734375,1.7109375,1.71875,9
1.71875,1.7265625,1.7109375,1.71875,9
1.71875,1.7265625,1.703125,1.7109375,9
1.7265625,1.734375,1.703125,1.7109375,9
1.71875,1.734375,1.6875,1.703125,8
1.734375,1.75,1.6875,1.703125,8
1.671875,1.6875,1.734375,1.75,8
1.65625,1.671875,1.734375,1.75,8
1.65625,1.671875,1.71875,1.734375,8
1.671875,1.6875,1.71875,1.734375,8
1.625,1.65625,1.71875,1.75,7
1.640625,1.65625,1.703125,1.71875,8
1.625,1.640625,1.703125,1.71875,8
1.625,1.640625,1.6875,1.703125,8
1.640625,1.65625,1.6875,1.703125,8
1.671875,1.6875,1.703125,1.71875,8
1.65625,1.671875,1.703125,1.71875,8
1.65625,1.671875,1.6875,1.703125,8
1.6796875,1.6875,1.6953125,1.703125,9
1.671875,1.6796875,1.6953125,1.703125,9
1.671875,1.6796875,1.6875,1.6953125,9
1.6796875,1.6875,1.6875,1.6953125,9
1.671875,1.6875,1.671875,1.6875,8
1.6640625,1.671875,1.6796875,1.6875,9
1.65625,1.6640625,1.6796875,1.6875,9
1.65625,1.6640625,1.671875,1.6796875,9
1.6640625,1.671875,1.671875,1.6796875,9
1.65625,1.671875,1.65625,1.671875,8
1.6796875,1.6875,1.6640625,1.671875,9
1.671875,1.6796875,1.6640625,1.671875,9
1.671875,1.6796875,1.65625,1.6640625,9
1.6796875,1.6875,1.65625,1.6640625,9
1.640625,1.65625,1.671875,1.6875,8
1.625,1.640625,1.671875,1.6875,8
1.625,1.640625,1.65625,1.671875,8
1.6484375,1.65625,1.6640625,1.671875,9
1.640625,1.6484375,1.6640625,1.671875,9
1.640625,1.6484375,1.65625,1.6640625,9
1.6484375,1.65625,1.65625,1.6640625,9
1.640625,1.65625,1.640625,1.65625,8
1.6328125,1.640625,1.6484375,1.65625,9
1.625,1.6328125,1.6484375,1.65625,9
1.625,1.6328125,1.640625,1.6484375,9
1.6328125,1.640625,1.640625,1.6484375,9
1.625,1.640625,1.625,1.640625,8
1.6484375,1.65625,1.6328125,1.640625,9
1.640625,1.6484375,1.6328125,1.640625,9
1.640625,1.6484375,1.625,1.6328125,9
1.6484375,1.65625,1.625,1.6328125,9
1.671875,1.6875,1.640625,1.65625,8
1.6640625,1.671875,1.6484375,1.65625,9
1.65625,1.6640625,1.6484375,1.65625,9
1.65625,1.6640625,1.640625,1.6484375,9
1.6640625,1.671875,1.640625,1.6484375,9
1.65625,1.671875,1.625,1.640625,8
1.671875,1.6875,1.625,1.640625,8
1.734375,1.75,1.671875,1.6875,8
1.71875,1.734375,1.671875,1.6875,8
1.71875,1.734375,1.65625,1.671875,8
1.734375,1.75,1.65625,1.671875,8
1.703125,1.71875,1.671875,1.6875,8
1.6953125,1.703125,1.6796875,1.6875,9
1.6875,1.6953125,1.6796875,1.6875,9
1.6875,1.6953125,1.671875,1.6796875,9
1.6953125,1.703125,1.671875,1.6796875,9
1.6875,1.703125,1.65625,1.671875,8
1.703125,1.71875,1.65625,1.671875,8
1.703125,1.71875,1.640625,1.65625,8
1.6875,1.703125,1.640625,1.65625,8
1.6875,1.703125,1.625,1.640625,8
1.703125,1.71875,1.625,1.640625,8
1.71875,1.75,1.625,1.65625,7
1.5625,1.625,1.6875,1.75,6
1.5,1.5625,1.6875,1.75,6
1.5,1.5625,1.625,1.6875,6
1.609375,1.625,1.671875,1.6875,8
1.59375,1.609375,1.671875,1.6875,8
1.59375,1.609375,1.65625,1.671875,8
1.609375,1.625,1.65625,1.671875,8
1.5625,1.59375,1.65625,1.6875,7
1.578125,1.59375,1.640625,1.65625,8
1.5625,1.578125,1.640625,1.65625,8
1.5625,1.578125,1.625,1.640625,8
1.578125,1.59375,1.625,1.640625,8
1.609375,1.625,1.640625,1.65625,8
1.59375,1.609375,1.640625,1.65625,8
1.59375,1.609375,1.625,1.640625,8
1.6171875,1.625,1.6328125,1.640625,9
1.609375,1.6171875,1.6328125,1.640625,9
1.609375,1.6171875,1.625,1.6328125,9
1.6171875,1.625,1.625,1.6328125,9
1.609375,1.625,1.609375,1.625,8
1.6015625,1.609375,1.6171875,1.625,9
1.59375,1.6015625,1.6171875,1.625,9
1.59375,1.6015625,1.609375,1.6171875,9
1.6015625,1.609375,1.609375,1.6171875,9
1.59375,1.609375,1.59375,1.609375,8
1.6171875,1.625,1.6015625,1.609375,9
1.609375,1.6171875,1.6015625,1.609375,9
1.609375,1.6171875,1.59375,1.6015625,9
1.6171875,1.625,1.59375,1.6015625,9
1.578125,1.59375,1.609375,1.625,8
1.5625,1.578125,1.609375,1.625,8
1.5625,1.578125,1.59375,1.609375,8
1.5859375,1.59375,1.6015625,1.609375,9
1.578125,1.5859375,1.6015625,1.609375,9
1.578125,1.5859375,1.59375,1.6015625,9
1.5859375,1.59375,1.59375,1.6015625,9
