X_Coordinate,Y_Coordinate,Function_Value
1.8359375,1.87109375,-0.2605468708439345
1.8359375,1.875,-0.27655585386039205
1.8359375,1.8671875,-0.24045796034204447
1.8359375,1.859375,-0.18119442813488879
1.8359375,1.85546875,-0.13763063735430148
1.8359375,1.8515625,-0.08162735066504972
1.8359375,1.84375,0.0730301421244072
1.8359375,1.82421875,0.5574118972066497
1.8359375,1.828125,0.472865243027242
1.8359375,1.8203125,0.6276628720587347
-0.40234375,-0.431640625,1.122090872083446
-1.23046875,-1.25,1.8752520545637865
-1.23046875,-1.265625,1.9710381810547077
-1.23046875,-1.28125,1.9937905259884054
-0.51171875,-0.5546875,1.2666196344446259
-0.51171875,-0.5390625,1.2113881689036348
-0.51171875,-0.5234375,1.0281451618885624
-0.51171875,-0.4921875,0.37342023837381755
1.404296875,1.435546875,0.944639126341675
1.404296875,1.4375,0.9362479053922921
1.404296875,1.43359375,0.9544343535096126
1.404296875,1.419921875,1.0850694777875174
1.404296875,1.421875,1.0577159750005378
1.404296875,1.41796875,1.1159788582454486
1.404296875,1.388671875,1.7556316816954305
1.404296875,1.390625,1.724826172707076
1.404296875,1.38671875,1.782867465845178
1.404296875,1.373046875,1.894732650860392
0.5390625,0.572265625,0.3384982354541372
0.5390625,0.556640625,0.4426459510809544
-0.34375,-0.3125,0.14930312369342358
0.572265625,0.603515625,0.38063375266506105
0.572265625,0.60546875,0.3744784055556777
0.572265625,0.6015625,0.38819947274325856
0.572265625,0.587890625,0.5034071645345053
0.572265625,0.58984375,0.4782383195845604
0.572265625,0.5859375,0.5321383338675145
0.572265625,0.556640625,1.1398981146769007
0.572265625,0.55859375,1.1111729729661564
0.572265625,0.5546875,1.16506012834437
0.572265625,0.541015625,1.262594374643998
1.59375,-0.90625,0.007985464400028452
1.8203125,1.85546875,-0.20488643597595832
1.8203125,1.859375,-0.22094584354933433
1.8203125,1.8515625,-0.18475016741719735
1.8203125,1.84375,-0.12540110404478366
1.8203125,1.83984375,-0.08179913246165602
1.8203125,1.8359375,-0.02576071608261213
1.8203125,1.828125,0.12895789996613674
1.8203125,1.80859375,0.6134393873447724
1.8203125,1.8125,0.528878832668644
1.8203125,1.8046875,0.6837012502885926
-1.1875,1.875,-0.7925809738894087
0.140625,0.2109375,0.03054178189169799
0.140625,0.21875,0.031161348927054498
0.140625,0.203125,0.030487303524027416
0.140625,0.1953125,0.0316611624765249
0.140625,0.1875,0.03548976979167598
0.140625,0.1796875,0.04498499388593656
0.140625,0.171875,0.06625529657455655
0.140625,0.1171875,0.9289149067752274
0.140625,0.0625,1.008384467846902
0.140625,0.1328125,0.7046251270311948
1.2421875,1.23046875,1.7625882610290482
1.2421875,1.21484375,1.9371199668586676
1.2421875,1.19921875,1.9832815563668027
1.388671875,1.419921875,0.9627552341062654
1.388671875,1.421875,0.9544862875647075
1.388671875,1.41796875,0.9724282038500329
1.388671875,1.404296875,1.1022080935540837
1.388671875,1.40625,1.074976698705997
1.388671875,1.40234375,1.132995391784027
1.388671875,1.373046875,1.7708208016856801
1.388671875,1.375,1.7401368598274285
1.388671875,1.37109375,1.7979350616104228
1.388671875,1.357421875,1.9089508674510152
1.28125,-1.5625,0.09151709379434614
1.638671875,1.65234375,0.6235266161507397
0.4375,-1.0625,0.5517168636473344
0.4375,-1.125,0.5274451362486956
0.4375,-1.1875,0.5035267069707214
0.4375,-1.25,0.47997945804627296
0.4375,-1.3125,0.4568209942011292
0.4375,-1.375,0.434068629492094
0.4375,-1.4375,0.4117393743624175
0.4375,-1.5,0.3898499229242086
0.4375,-1.5625,0.36841664047734846
0.4375,-1.625,0.347455551274234
-0.875,1.84375,-0.9990976513882949
0.0625,0.04296875,0.8784725352948479
0.0625,0.07421875,0.24115489168546106
0.556640625,0.587890625,0.36352205155644657
0.556640625,0.58984375,0.35734451406395723
0.556640625,0.5859375,0.371110005023524
0.556640625,0.572265625,0.48647452653555395
0.556640625,0.57421875,0.4612831498784288
0.556640625,0.5703125,0.5152282698028279
0.556640625,0.541015625,1.1233316602655035
0.556640625,0.54296875,1.094583322979772
0.556640625,0.5390625,1.148516910162859
0.556640625,0.52734375,1.2386381585815358
-0.1796875,-0.25,1.0440237221408872
-0.1796875,-0.234375,1.0379030145951789
-0.1796875,-0.109375,0.02053510099239904
-0.1796875,-0.125,0.026657844252148913
-0.1796875,-0.140625,0.04498499388593656
-0.1796875,-0.15625,0.11563632293609163
0.4375,0.625,0.270042823912718
1.529296875,1.498046875,1.7096111197696195
0.125,0.375,0.04685783576202219
0.125,0.5,0.06245931784238025
0.125,0.25,0.031248640624610267
0.125,0.3125,0.03905257384455513
0.125,0.28125,0.03514917222087247
0.125,0.21875,0.027425153770243963
0.125,0.203125,0.025792378431518673
0.125,0.1953125,0.025294683100858938
0.125,0.109375,0.8403832431497966
0.125,0.0546875,1.0059528384117327
-1.359375,-1.328125,1.0146896435982646
-1.359375,-1.34375,1.1407332435953128
-1.359375,-1.359375,1.4618517155934838
-1.359375,-1.375,1.7825362668545282
-1.359375,-1.390625,1.9072783003951175
-1.359375,-1.40625,1.933353658386849
1.373046875,1.404296875,0.97890810669163
1.373046875,1.40625,0.9707597993695192
1.373046875,1.40234375,0.9884604726016679
1.373046875,1.388671875,1.1173972135443333
1.373046875,1.390625,1.0902861457579474
1.373046875,1.38671875,1.1480642283877298
